,example_id,sentence,sentence_label,left_tree,left_label,right_tree,right_label
6163,06164,"With lines that feel like long soliloquies -- even as they are being framed in conversation -- Max is static , stilted .",neutral,With lines that feel like long soliloquies,negative,"-- even as they are being framed in conversation -- Max is static , stilted .",negative
6164,06165,"Barely manages for but a few seconds over its seemingly eternal running time to pique your interest , your imagination , your empathy or anything , really , save your disgust and your indifference .",negative,Barely,neutral,"manages for but a few seconds over its seemingly eternal running time to pique your interest , your imagination , your empathy or anything , really , save your disgust and your indifference .",negative
6165,06166,"Writer\/director Burr Steers emphasizes the Q in Quirky , with mixed results .",positive,Writer\/director Burr Steers,neutral,"emphasizes the Q in Quirky , with mixed results .",negative
6166,06167,"One senses in World Traveler and in his earlier film that Freundlich bears a grievous but obscure complaint against fathers , and circles it obsessively , without making contact .",negative,One senses in World Traveler and in his earlier film that Freundlich,neutral,"bears a grievous but obscure complaint against fathers , and circles it obsessively , without making contact .",negative
6167,06168,"In between the icy stunts , the actors spout hilarious dialogue about following your dream and ` just letting the mountain tell you what to do . '",positive,In between the icy stunts,neutral,", the actors spout hilarious dialogue about following your dream and ` just letting the mountain tell you what to do . '",neutral
6168,06169,The obligatory break-ups and hook-ups do n't seem to have much emotional impact on the characters .,neutral,The obligatory break-ups and hook-ups,neutral,do n't seem to have much emotional impact on the characters .,negative
6169,06170,"Make no mistake , ivans xtc .",neutral,Make no mistake,neutral,", ivans xtc .",neutral
6170,06171,is a mess .,negative,is a mess,neutral,.,neutral
6171,06172,"Hypnotically dull , relentlessly downbeat , laughably predictable wail pitched to the cadence of a depressed fifteen-year-old 's suicidal poetry .",negative,"Hypnotically dull , relentlessly downbeat",negative,", laughably predictable wail pitched to the cadence of a depressed fifteen-year-old 's suicidal poetry .",negative
6172,06173,The concept is a hoot .,positive,The concept,neutral,is a hoot .,neutral
6173,06174,The trailer is a riot .,positive,The trailer,neutral,is a riot .,positive
6174,06175,The movie is a dud .,negative,The movie,neutral,is a dud .,negative
6175,06176,"It 's a boring movie about a boring man , made watchable by a bravura performance from a consummate actor incapable of being boring .",positive,It,neutral,"'s a boring movie about a boring man , made watchable by a bravura performance from a consummate actor incapable of being boring .",negative
6176,06177,"Because the intelligence level of the characters must be low , very low , very very low , for the masquerade to work , the movie contains no wit , only labored gags .",negative,"Because the intelligence level of the characters must be low , very low , very very low , for the masquerade to work",negative,", the movie contains no wit , only labored gags .",negative
6177,06178,It 's hard to imagine another director ever making his wife look so bad in a major movie .,negative,It,neutral,'s hard to imagine another director ever making his wife look so bad in a major movie .,negative
6178,06179,Some stunning visuals -- and some staggeringly boring cinema .,neutral,Some stunning visuals,positive,-- and some staggeringly boring cinema .,negative
6179,06180,These characters become wearisome .,negative,These characters,neutral,become wearisome .,negative
6180,06181,"A hit - and-miss affair , consistently amusing but not as outrageous or funny as Cho may have intended or as imaginative as one might have hoped .",negative,"A hit - and-miss affair ,",negative,consistently amusing but not as outrageous or funny as Cho may have intended or as imaginative as one might have hoped .,neutral
6181,06182,This may be the first cartoon ever to look as if it were being shown on the projection television screen of a sports bar .,negative,This,neutral,may be the first cartoon ever to look as if it were being shown on the projection television screen of a sports bar .,negative
6182,06183,Kim Ki-Deok seems to have in mind an -LRB- emotionally at least -RRB- adolescent audience demanding regular shocks and bouts of barely defensible sexual violence to keep it interested .,negative,Kim Ki-Deok,neutral,seems to have in mind an -LRB- emotionally at least -RRB- adolescent audience demanding regular shocks and bouts of barely defensible sexual violence to keep it interested .,negative
6183,06184,"A sterling film - a cross between Boys Do n't Cry , Deliverance , and Ode to Billy Joe - lies somewhere in the story of Matthew Shepard , but that film is yet to be made .",neutral,A sterling film,positive,"- a cross between Boys Do n't Cry , Deliverance , and Ode to Billy Joe - lies somewhere in the story of Matthew Shepard , but that film is yet to be made .",neutral
6184,06185,"After sitting through this sloppy , made-for-movie comedy special , it makes me wonder if Lawrence hates criticism so much that he refuses to evaluate his own work .",negative,"After sitting through this sloppy , made-for-movie comedy special",negative,", it makes me wonder if Lawrence hates criticism so much that he refuses to evaluate his own work .",negative
6185,06186,Contrived pastiche of caper clichés .,negative,Contrived pastiche of caper,neutral,clichés .,negative
6186,06187,"Many shallower movies these days seem too long , but this one is egregiously short .",neutral,"Many shallower movies these days seem too long , but this one is egregiously short",neutral,.,neutral
6187,06188,Just a Kiss wants desperately to come off as a fanciful film about the typical problems of average people .,neutral,Just a Kiss,neutral,wants desperately to come off as a fanciful film about the typical problems of average people .,neutral
6188,06189,"But it is set in a world that is very , very far from the one most of us inhabit .",neutral,But,neutral,"it is set in a world that is very , very far from the one most of us inhabit .",neutral
6189,06190,The most ill-conceived animated comedy since the 1991 dog Rover Dangerfield .,neutral,The most ill-conceived animated comedy since the 1991 dog Rover,negative,Dangerfield .,neutral
6190,06191,"Like shave ice without the topping , this cinematic snow cone is as innocuous as it is flavorless .",neutral,Like shave ice without the topping,neutral,", this cinematic snow cone is as innocuous as it is flavorless .",negative
6191,06192,"Despite its sincere acting , Signs is just another unoriginal run of the mill sci-fi film with a flimsy ending and lots of hype .",negative,Despite its sincere acting,negative,", Signs is just another unoriginal run of the mill sci-fi film with a flimsy ending and lots of hype .",negative
